Cognateset_ID,Language_ID,Form,Description,Source
1924,Indo-Aryan,údañcati,"<number>1924</number> <b>údañcati</b> ʻ raises, throws up ʼ RV., ʻ ladles out ʼ AV. 2. *<b>upāñcati,</b> <i>úpācati</i> ʻ lifts up e.g. water ʼ ŚBr. [Phon. the mod. forms may derive from either: √<smallcaps>añc</smallcaps>]",cdial
1925,Indo-Aryan,udáñcana,"<number>1925</number> <b>udáñcana</b> n. ʻ bucket for drawing water from a well ʼ RV., ʻ throwing up, lid ʼ lex. [√<smallcaps>añc</smallcaps>]",cdial
1926,Indo-Aryan,"udadhānī- ,","<number>1926</number> *<b>udadhānī -- ,</b> <i>udadhāna</i> -- ʻ holding water ʼ Kauś., n. ʻ reservoir for water ʼ Āp. [<smallcaps>udán -- , dhāˊna</smallcaps> -- ]",cdial
1927,Indo-Aryan,udanyáti,"<number>1927</number> <b>udanyáti</b> ʻ irrigates ʼ RV., ʻ is very thirsty ʼ Pāṇ [<smallcaps>udán -- : √ud</smallcaps><superscript>2</superscript>]",cdial
1928,Indo-Aryan,udanyā,<number>1928</number> <b>udanyā</b> f. ʻ thirst ʼ ChUp. [<smallcaps>udán -- : √ud</smallcaps><superscript>2</superscript>],cdial
1929,Indo-Aryan,udanyú,<number>1929</number> <b>udanyú</b> ʻ seeking water ʼ RV. [<smallcaps>udán -- : √ud</smallcaps><superscript>2</superscript>],cdial
1930,Indo-Aryan,udapāna,"<number>1930</number> <b>udapāna</b> m.n. ʻ a well ʼ ChUp., <i>udup˚</i> BHSk. [<smallcaps>udán -- , pāˊna</smallcaps> -- ]",cdial
1931,Indo-Aryan,udayá,"<number>1931</number> <b>udayá</b> m. ʻ rise ʼ RV., ʻ rising (of sun, &amp;c.) ʼ ŚBr. [√<smallcaps>i</smallcaps><superscript>2</superscript>]",cdial
1932,Indo-Aryan,udára,<number>1932</number> <b>udára</b> n. ʻ belly ʼ RV.,cdial
1933,Indo-Aryan,udaśrayati,"<number>1933</number> <b>udaśrayati</b> ʻ weeps ʼ Kāvyād. [Cf. <i>udaśru</i> -- ʻ weeping ʼ Kālid., <i>udasra</i> -- Naiṣ.: <smallcaps>áśru</smallcaps> -- ]",cdial
1934,Indo-Aryan,udācāra,<number>1934</number> <b>udācāra</b> m. ʻ place for walking ʼ Āp. [Cf. <i>udāˊcarati</i> ʻ rises out of ʼ RV.: √<smallcaps>car</smallcaps>],cdial
1935,Indo-Aryan,udārá,"<number>1935</number> <b>udārá</b> ʻ exciting ʼ RV., ʻ lofty, noble ʼ MBh. [√<smallcaps>r̥</smallcaps>]",cdial
1936,Indo-Aryan,"udāsthāti,","<number>1936</number> *<b>udāsthāti,</b> 1 pl. aor. <i>udāˊsthāma</i> ʻ we have risen again ʼ AV., <i>udāsthita</i> -- ʻ set over ʼ lex. [√<smallcaps>sthā</smallcaps>]",cdial
1937,Indo-Aryan,udita,<number>1937</number> <b>udita</b><superscript>2</superscript> ʻ spoken ʼ AitBr. [√<smallcaps>vad</smallcaps>],cdial
1938,Indo-Aryan,udīkṣā,"<number>1938</number> <b>udīkṣā</b> f. ʻ looking up ʼ BhP. [<i>údīkṣatē</i> ʻ looks up at ʼ ŚBr., Pa. <i>udikkhati</i>, Pk. <i>udikkhia</i> -- : √<smallcaps>īkṣ</smallcaps>]",cdial
1938a,Indo-Aryan,udīpya- ,"<number>1938a</number> *<b>udīpya -- </b> ʻ flood ʼ. [<i>udīpa</i> -- ʻ flooded ʼ, m. ʻ flood ʼ Rājat.: <smallcaps>áp</smallcaps> -- ]",cdial
1939,Indo-Aryan,údīrtē,"<number>1939</number> <b>údīrtē</b> ʻ rises ʼ RV. [Cf. <i>údīrayati</i> ʻ causes to move ʼ RV., Pa. <i>udīrēti</i>, Pk. <i>uīrēi</i> ʻ sends ʼ: √<smallcaps>īr</smallcaps>]",cdial
1940,Indo-Aryan,udīṣati,<number>1940</number> <b>udīṣati</b> ʻ rises ʼ MaitrS. [<i>údīṣita</i> -- RV.: √<smallcaps>īṣ</smallcaps>],cdial
1941,Indo-Aryan,udupānaha,<number>1941</number> *<b>udupānaha</b> ʻ shoeless ʼ. [<smallcaps>upānah</smallcaps> -- ],cdial
1942,Indo-Aryan,"udumbára- ,","<number>1942</number> <b>udumbára -- ,</b> <i>udú˚</i> m. ʻ the tree Ficus glomerata ʼ TS., n. ʻ its fruit ʼ ŚBr. 2. <b>uḍumbára -- </b> m. AV. 3. *<b>dumbara.</b> 4. *<b>ḍumbara -- .</b> [Prob. ← Austro -- as. EWA i 104 with lit.]",cdial
1943,Indo-Aryan,udr̥ṇin,<number>1943</number> *<b>udr̥ṇin</b> ʻ out of debt ʼ. [For *<i>udr̥ṇa</i> -- after <smallcaps>r̥ṇin -- : r̥ṇá</smallcaps> -- ],cdial
1944,Indo-Aryan,údēti,"<number>1944</number> <b>údēti</b> ʻ goes up, rises ʼ RV. 2. <b>údita -- </b><superscript>1</superscript> ʻ risen ʼ RV. 3. *<b>udāyayati</b> ʻ causes to rise ʼ. [√<smallcaps>i</smallcaps><superscript>2</superscript>]",cdial
1945,Indo-Aryan,údgacchati,"<number>1945</number> <b>údgacchati</b> ʻ comes forth ʼ RV., ʻ rises ʼ MBh. [√<smallcaps>gam</smallcaps>]",cdial
1946,Indo-Aryan,udgama,"<number>1946</number> <b>udgama</b> m. ʻ rising, origin ʼ R. [√<smallcaps>gam</smallcaps>]",cdial
1947,Indo-Aryan,udgamati,"<number>1947</number> *<b>udgamati</b> ʻ comes forth, rises ʼ. [Orig. subj. of aor. in <i>udáganma</i> 1st pl. RV.: √<smallcaps>gam</smallcaps>]",cdial
1948,Indo-Aryan,udgamana,"<number>1948</number> <b>udgamana</b> n. ʻ coming forth ʼ R., ʻ rising (of a star) ʼ Pāṇ [√<smallcaps>gam</smallcaps>]",cdial
1949,Indo-Aryan,udgamyatē,<number>1949</number> *<b>udgamyatē</b> ʻ is raised ʼ. [Pass. of <i>udgamayati</i> ʻ causes to rise ʼ Pat.: √<smallcaps>gam</smallcaps>],cdial
1950,Indo-Aryan,udgaraṇa,<number>1950</number> *<b>udgaraṇa</b> ʻ spitting out ʼ. [Cf. <i>udgiraṇa</i> -- n. Suśr.: &amp;rcirclemacr Or. <i>ugaraṇa</i> ʻ vomiting ʼ.,cdial
1951,Indo-Aryan,udgarta,<number>1951</number> *<b>udgarta</b> ʻ raised support (?) ʼ. [<smallcaps>gárta</smallcaps> -- <superscript>2</superscript>],cdial
1952,Indo-Aryan,udgala,"<number>1952</number> *<b>udgala</b> ʻ spitting out ʼ. &amp;rcirclemacr S. <i>ug̠iro</i> ʻ nauseous ʼ; L. <i>ogal</i>, (Jukes) <i>ug̠al</i> m. ʻ chewing the cud ʼ; M. <i>ugaḷ</i> f. ʻ chewed stuff spat out ʼ. <p></p>",cdial
1953,Indo-Aryan,udgalati,"<number>1953</number> <b>udgalati</b><superscript>1</superscript> ʻ trickles out, oozes out, drips ʼ BhP. 2. *<b>udgālayati</b><superscript>1</superscript> ʻ causes to ooze out ʼ. [~ *<smallcaps>udgarati<superscript>1</superscript>: √gal<superscript>1</superscript>, &amp;rcirclemacr 1. Ku. <i>uglaṇo</i>, <i>wag˚</i> ʻ to become bitter through being left in a brass dish ʼ; N. <i>uglanu</i> ʻ to drip off, die off (of bamboos), fade away, become covered with verdigris ʼ.",cdial
1954,Indo-Aryan,udgāti,"<number>1954</number> *<b>udgāti</b> ʻ rises, comes forth ʼ. [Orig. subj. of aor. <i>údagāt</i> RV. ʻ has risen (of sun) ʼ: √<smallcaps>gā</smallcaps>]",cdial
1955,Indo-Aryan,udgāthā,"<number>1955</number> <b>udgāthā</b> f. ʻ a variety of Āryā metre ʼ Colebrooke. [Cf. <i>udgīthá</i> -- m. AV.: <smallcaps>gāˊthā -- , √gai</smallcaps>]",cdial
1956,Indo-Aryan,udgāmayati,"<number>1956</number> *<b>udgāmayati</b> ʻ causes to rise or issue ʼ. [Cf. <i>udgamayati</i> ʻ causes to issue ʼ Pat., Pk. <i>uggamiya</i> -- ʻ produced ʼ: √<smallcaps>gam</smallcaps>]",cdial
1957,Indo-Aryan,udgāra,"<number>1957</number> <b>udgāra</b> m. ʻ spitting out ʼ R., ʻ spittle ʼ MBh. 2. *<b>udgāla -- </b><superscript>2</superscript>. &amp;rcirclemacr 1. Pa. <i>uggāra</i> -- m. ʻ vomiting, ejection ʼ; Pk. <i>uggāra</i> -- m. ʻ vomiting, belching ʼ; Kal. <i>úguri</i> ʻ wooden trough into which flour falls from the mill ʼ, Kho. <i>uguru</i>; Ku. <i>ugār</i>, <i>wag˚</i> ʻ chewing the cud ʼ; A. <i>ugār</i> ʻ belch ʼ; Or. <i>ugāra</i> ʻ vomiting, belching ʼ; G. <i>ugār</i> m. ʻ escape ʼ, <i>ugārɔ</i> m. ʻ saving ʼ; Si. <i>ugura</i> ʻ throat, gorge ʼ (or &lt; <smallcaps>avagara</smallcaps> -- ), <i>ugurak</i> ʻ a mouthful ʼ.",cdial
1958,Indo-Aryan,udgārayati,<number>1958</number> *<b>udgārayati</b><superscript>1</superscript> ʻ causes to be raised ʼ. [√<smallcaps>gur</smallcaps><superscript>1</superscript>],cdial
1959,Indo-Aryan,udgāla,<number>1959</number> *<b>udgāla</b><superscript>1</superscript> ʻ oozing ʼ. [√<smallcaps>gal</smallcaps><superscript>1</superscript>],cdial
1960,Indo-Aryan,udgirati,"<number>1960</number> <b>udgirati</b><superscript>2</superscript> ʻ spits out, ejects, discharges ʼ MBh. 2. *<b>udgilati.</b> 3. *<b>udgarati</b><superscript>2</superscript>. 4. *<b>udgalati</b><superscript>2</superscript>. 5. *<b>udgārayati</b><superscript>2</superscript>. 6. *<b>udgālayati</b><superscript>2</superscript>. &amp;rcirclemacr 1. Pa. <i>uggirati</i> ʻ spits out ʼ; Pk. <i>uggirēi</i> ʻ belches, vomits ʼ; S. <i>ug̠irāī</i> f. ʻ belching ʼ (or &lt; 2); N. <i>ugerā</i> ʻ chewing the cud ʼ.",cdial
1961,Indo-Aryan,údguratē,"<number>1961</number> <b>údguratē</b> ʻ lifts up, raises a weapon, raises the voice threateningly ʼ VS. 2. *<b>udgirati</b><superscript>1</superscript>. 3. *<b>udgurita -- </b> (replacing <i>udgūrṇa</i> -- n. ʻ threatening ʼ Yājñ.) [See *<smallcaps>udgārayati<superscript>1</superscript>, *udgr̥ta -- : √gur</smallcaps><superscript>1</superscript>]",cdial
1961a,Indo-Aryan,udgūra- ,<number>1961a</number> †*<b>udgūra -- </b> ʻ threatening ʼ. [Cf. <smallcaps>udguratē</smallcaps> VS. with <i>ū</i> from <i>udgūrṇa</i> -- n. ʻ threatening ʼ Yājñ.: √<smallcaps>gur</smallcaps><superscript>1</superscript>],cdial
1962,Indo-Aryan,udguru,<number>1962</number> *<b>udguru</b> ʻ very heavy ʼ. [<smallcaps>gurú</smallcaps> -- ],cdial
1963,Indo-Aryan,udgr̥ta,<number>1963</number> *<b>udgr̥ta</b> ʻ lifted up ʼ. [Cf. <i>udgūrṇa</i> -- n. ʻ act of raising ʼ Yājñ. :√<smallcaps>gur</smallcaps><superscript>1</superscript>],cdial
1964,Indo-Aryan,údgr̥hṇāti,<number>1964</number> <b>údgr̥hṇāti</b> ʻ lifts up ʼ TS. [√<smallcaps>grah</smallcaps>],cdial
1965,Indo-Aryan,udgráhaṇa,"<number>1965</number> <b>udgráhaṇa</b> n. ʻ act of taking out ʼ ŚBr., <i>udgrabhaṇa</i> -- n. ʻ act of raising ʼ KātyŚr. [√<smallcaps>grah</smallcaps>]",cdial
1966,Indo-Aryan,udgrāhaka,"<number>1966</number> *<b>udgrāhaka</b> ʻ collector ʼ. [<i>udgrābhá</i> -- m. ʻ taking up ʼ TS., <i>˚āha</i> -- Pāṇ.: √<smallcaps>grah</smallcaps>]",cdial
1967,Indo-Aryan,udgrāhayati,"<number>1967</number> <b>udgrāhayati</b> ʻ causes to take up, causes to pay ʼ Yājñ. 2. Pp. <b>udgrāhita -- .</b> [√<smallcaps>grah</smallcaps>]",cdial
1968,Indo-Aryan,udghaṭati,"<number>1968</number> *<b>udghaṭati</b> ʻ is open ʼ, <i>udghaṭita</i> -- ʻ unfastened ʼ Kālid. 2. <b>udghāṭayati</b> ʻ opens ʼ MBh. [√<smallcaps>ghaṭ</smallcaps>]",cdial
1969,Indo-Aryan,udghata,"<number>1969</number> *<b>udghata</b> ʻ raised, opened ʼ. [&lt; IE * -- <i>g<superscript>w</superscript>hn̊to</i> -- ? Re- placed anal. by <smallcaps>uddhata</smallcaps> -- , after <i>úddhanti</i> &lt; * -- <i>g<superscript>w</superscript>hen</i> -- : √<smallcaps>han</smallcaps><superscript>1</superscript>]",cdial
1970,Indo-Aryan,udgharati,<number>1970</number> *<b>udgharati</b><superscript>1</superscript> ʻ trickles out ʼ. 2. *<b>udghalyati</b> ʻ pours out ʼ intr. 3. *<b>udghālayati</b> ʻ pours out ʼ tr. [√<smallcaps>ghr̥</smallcaps><superscript>1</superscript>],cdial
1971,Indo-Aryan,udgharati,<number>1971</number> *<b>udgharati</b><superscript>2</superscript> ʻ lifts up ʼ. 2. Caus. *<b>udghārayati.</b> 3. Pp. *<b>udghr̥ta -- .</b> [Hardly conn. with <i>hárati</i> which is IE. *<i>ĝher</i> -- ],cdial
1972,Indo-Aryan,udghāṭa,"<number>1972</number> <b>udghāṭa</b> m. ʻ act of opening ʼ Subh. 2. *<b>udghāṭaka -- </b><superscript>1</superscript> ʻ open ʼ. 3. *<b>udghāṭikā -- </b> ʻ open platform for watching from ʼ, <i>udghāṭa</i> -- m. ʻ watchhouse ʼ lex. [√<smallcaps>ghaṭ</smallcaps>]",cdial
1973,Indo-Aryan,udghāṭaka,<number>1973</number> <b>udghāṭaka</b><superscript>2</superscript> n. ʻ leather bucket for drawing water ʼ lex. [Poss. conn. with <i>udghāṭaka</i> -- m. ʻ key ʼ Mr̥cch. and <smallcaps>udghāṭa -- : √ghaṭ</smallcaps>],cdial
1974,Indo-Aryan,udghāta,<number>1974</number> <b>udghāta</b> ʻ raising ʼ R. [√<smallcaps>han</smallcaps><superscript>1</superscript>],cdial
1975,Indo-Aryan,udghātana,<number>1975</number> <b>udghātana</b> n. ʻ bucket for raising water ʼ lex. (cf. <smallcaps>udghāṭaka -- <superscript>2</superscript>). [√han</smallcaps><superscript>1</superscript>],cdial
1976,Indo-Aryan,udghātayati,"<number>1976</number> *<b>udghātayati</b> ʻ raises ʼ. [<i>úddhanti</i> ʻ lifts ʼ RV., ʻ throws open ʼ TS. :√<smallcaps>han</smallcaps><superscript>1</superscript>]",cdial
1977,Indo-Aryan,udghāra,<number>1977</number> *<b>udghāra</b> ʻ pouring out ʼ. 2. *<b>udghāla -- .</b> [√<smallcaps>ghr̥</smallcaps><superscript>1</superscript>],cdial
1978,Indo-Aryan,udghāsa,<number>1978</number> *<b>udghāsa</b> ʻ fodder ʼ or ʻ remnants of fodder ʼ. [Cf. <i>udghasa</i> -- m. ʻ flesh ʼ lex.; -- <smallcaps>ghāsá -- : √ghas</smallcaps>],cdial
1979,Indo-Aryan,udghr̥pta,<number>1979</number> *<b>udghr̥pta</b> ʻ lifted up ʼ. [√<smallcaps>grah</smallcaps>],cdial
1980,Indo-Aryan,udghr̥ṣati,"<number>1980</number> *<b>udghr̥ṣati</b> ʻ rubs ʼ. 2. <b>udghr̥ṣṭa -- </b> Kālid. [Cf. <i>udgharṣ- ati</i> ʻ rubs together ʼ Kālid., Pa. <i>ugghaṁsēti</i>: √<smallcaps>ghr̥ṣ</smallcaps>]",cdial
1981,Indo-Aryan,uddaṁśa,"<number>1981</number> <b>uddaṁśa</b> m. ʻ bug, mosquito ʼ lex. [√<smallcaps>daṁś</smallcaps>]",cdial
1982,Indo-Aryan,uddanta,"<number>1982</number> *<b>uddanta</b> ʻ without teeth ʼ. [Replaces <i>adantáka</i> -- TS., <i>adánt˚</i> ŚBr. (~ <i>uddantura</i> -- ʻ formidable ʼ lex., Pk. <i>uddaṁtura</i> -- ʻ with projecting teethʻ ). -- <smallcaps>dánta</smallcaps> -- ]",cdial
1983,Indo-Aryan,uddarati,"<number>1983</number> *<b>uddarati</b> ʻ tears up ʼ. 2. *<b>uddīryatē</b> ʻ is split ʼ. 3. *<b>uddr̥ta -- </b>. 4. *<b>uddārayati</b> ~ <smallcaps>uddālayati</smallcaps>. [<i>uddīrṇa</i> -- Daś. &amp;rcirclemacr 1. Si. <i>uduranavā</i> ʻ to tear out, pluck up ʼ whence intr. <i>idirenavā</i> ʻ to be eradicated ʼ.",cdial
1984,Indo-Aryan,uddaśati,<number>1984</number> *<b>uddaśati</b> ʻ bites ʼ. [√<smallcaps>daṁś</smallcaps>],cdial
1985,Indo-Aryan,uddahati,<number>1985</number> *<b>uddahati</b> ʻ burns up ʼ. 2. *<b>uddāhayati</b>. [√<smallcaps>dah</smallcaps>],cdial
1986,Indo-Aryan,uddāta,"<number>1986</number> *<b>uddāta</b> ʻ cleansed, bright, clear ʼ. [Cf. <i>avadāta</i>- ʻ cleansed, pure, dazzling white ʼ MBh., Pa. <i>ōdāta</i> -- , Pk. <i>avadāya</i> -- : √<smallcaps>dai</smallcaps>]",cdial
1987,Indo-Aryan,uddāna,<number>1987</number> <b>uddāna</b><superscript>1</superscript> n. ʻ act of binding or fastening together ʼ MBh. [√<smallcaps>dā</smallcaps><superscript>2</superscript>],cdial
1988,Indo-Aryan,uddāma,"<number>1988</number> <b>uddāma</b> ʻ unbound, self-willed, large ʼ MBh. [<smallcaps>dāˊ- man</smallcaps> -- <superscript>1</superscript>]",cdial
1988a,Indo-Aryan,uddāra- ,"<number>1988a</number> †*<b>uddāra -- </b> ʻ cave ʼ [Cf. <smallcaps>dāra -- <superscript>1</superscript>, uddārita -- . -- &amp;rcirclemacr WPah.kṭg. <i>ḍwār</i> m. ʻ cave ʼ Him.I 86.</smallcaps><div>  			</div>",cdial
1989,Indo-Aryan,uddārita,"<number>1989</number> *<b>uddārita</b> ʻ broken ʼ. &amp;rcirclemacr Pk. <i>uddāria</i> -- ʻ torn up, run from battle ʼ; L. awāṇ. <i>uḍārī</i> ʻ flight ʼ.",cdial
1990,Indo-Aryan,uddāla,"<number>1990</number> <b>uddāla</b><superscript>1</superscript> m. ʻ the tree Cordia myxa or latifolia ʼ, <i>˚aka</i>- m. Suśr. [Poss. conn. with <smallcaps>kuddāla</smallcaps> -- <superscript>2</superscript>: note esp. H. <i>uṛāl</i> and Or. <i>kudāḷa</i> ʻ Bauhinea variegata ʼ]",cdial
1991,Indo-Aryan,uddāla,<number>1991</number> *<b>uddāla</b><superscript>2</superscript> ʻ bursting ʼ. [√<smallcaps>dal</smallcaps><superscript>1</superscript>],cdial
1992,Indo-Aryan,uddālayati,"<number>1992</number> <b>uddālayati</b> ʻ bursts, tears up ʼ MBh. ~ *<smallcaps>uddārayati: √dal</smallcaps><superscript>1</superscript>]",cdial
1993,Indo-Aryan,uddāvayati,"<number>1993</number> *<b>uddāvayati</b> ʻ pains ʼ. [Cf. <i>dunṓti</i> ʻ torments ʼ AV., caus. <i>dāvayati</i>: √<smallcaps>du</smallcaps><superscript>1</superscript>]",cdial
1994,Indo-Aryan,úddīpyatē,"<number>1994</number> <b>úddīpyatē</b> ʻ blazes up ʼ ŚBr. [Cf. <i>úddīpayati</i> ʻ inflames ʼ AV., Pa. <i>uddīpanā</i> -- f. ʻ explanation ʼ, Pk. <i>uddīvia</i>&lt;-&gt; ʻ kindled ʼ; <i>uddīpta</i> -- ʻ flaming ʼ lex., Pk. <i>udditta</i> -- : √<smallcaps>dīp</smallcaps>]",cdial
1995,Indo-Aryan,uddīyati,<number>1995</number> *<b>uddīyati</b> ʻ flies up ʼ. [√<smallcaps>dī</smallcaps><superscript>1</superscript>],cdial
1996,Indo-Aryan,uddūyatē,<number>1996</number> *<b>uddūyatē</b> ʻ is hurt ʼ. [√<smallcaps>du</smallcaps><superscript>1</superscript>],cdial
1997,Indo-Aryan,uddēkṣati,"<number>1997</number> *<b>uddēkṣati</b> ʻ looks for, expects ʼ. 2. *<b>uddēkṣā -- .</b> [Formed from *<smallcaps>dēkṣati</smallcaps> after <i>údīkṣatē</i> ŚBr.: √<smallcaps>īkṣ</smallcaps> and √<smallcaps>dr̥ś</smallcaps>]",cdial
1998,Indo-Aryan,uddēśa,"<number>1998</number> <b>uddēśa</b> m. ʻ pointing out, explaining ʼ MBh. [√<smallcaps>diś</smallcaps>]",cdial
1999,Indo-Aryan,uddēśayati,<number>1999</number> *<b>uddēśayati</b> ʻ points out ʼ. [<i>uddiśati</i> ʻ directs towards ʼ TBr.: √<smallcaps>diś</smallcaps>],cdial
2000,Indo-Aryan,uddyōta,"<number>2000</number> <b>uddyōta</b> ʻ flashing ʼ R., m. ʻ light ʼ MBh. [Cf. <i>úddyōtatē</i> ʻ shines forth ʼ RV.: √<smallcaps>dyut</smallcaps>]",cdial
2001,Indo-Aryan,uddrāti,"<number>2001</number> *<b>uddrāti</b> ʻ flees, flies ʼ. [Cf. <i>uddrāvá</i> -- ʻ running away ʼ VS., m. ʻ going upwards ʼ Pāṇ.: √<smallcaps>drā</smallcaps>]",cdial
2002,Indo-Aryan,uddrāvá,"<number>2002</number> <b>uddrāvá</b> ʻ running away ʼ VS., m. ʻ flight, retreat ʼ Pāṇ. [√<smallcaps>dru</smallcaps><superscript>1</superscript>]",cdial
2003,Indo-Aryan,uddrāvayati,"<number>2003</number> *<b>uddrāvayati</b> ʻ puts to flight ʼ. [Cf. <i>úddruta</i> -- ʻ running away ʼ VS., <i>drāváyati</i> MBh.: √<smallcaps>dru</smallcaps><superscript>1</superscript>]",cdial
2004,Indo-Aryan,uddvāla,<number>2004</number> *<b>uddvāla</b> ʻ burning ʼ. [√*<smallcaps>dval</smallcaps>],cdial
2005,Indo-Aryan,uddhaḍ,<number>2005</number> *<b>uddhaḍ</b> ʻ throb ʼ. [*<smallcaps>dhaḍ</smallcaps> -- ],cdial
2006,Indo-Aryan,uddhata,"<number>2006</number> <b>uddhata</b> ʻ raised, high ʼ ŚBr., ʻ haughty, excited ʼ R. [See *<smallcaps>udghata -- : √han</smallcaps><superscript>1</superscript>]",cdial
2007,Indo-Aryan,úddhanti,"<number>2007</number> <b>úddhanti</b> ʻ lifts up ʼ RV., ʻ turns up the earth ʼ TS. [√<smallcaps>han</smallcaps><superscript>1</superscript>]",cdial
2008,Indo-Aryan,uddhama,"<number>2008</number> <b>uddhama</b> m. ʻ panting ʼ Vop. 2. *<b>uddhāma -- .</b> [Cf. <i>uddhamati</i> ʻ blows out ʼ TĀr., Pk. <i>uddhamaï</i> ʻ blows ʼ: √<smallcaps>dham</smallcaps>]",cdial
2009,Indo-Aryan,úddharati,"<number>2009</number> <b>úddharati</b> ʻ takes out ʼ RV., ʻ rescues, ladles up ʼ AV., ʻ raises ʼ TS. 2. <b>úddhr̥ta -- </b> ʻ drawn up or out ʼ AV. 3. <b>uddhārayati</b> ʻ raises ʼ. 4. *<b>ūḍhārayati</b> &lt; *<i>ud<superscript>z</superscript>dh</i>&lt;-&gt; (= Av. <i>uz -- d -- </i>)? [<i>ud -- hr̥</i> -- and <i>ud -- dhr̥</i> collide, but Pa. absol. <i>ūhacca</i> is &lt; *<i>uhhr̥tya</i> &lt; <i>ud -- hr̥tya</i> with assimilation of unexploded -- <i>d</i> to <i>h</i> -- : √<smallcaps>hr̥</smallcaps> or √<smallcaps>dhr̥</smallcaps>]",cdial
2010,Indo-Aryan,uddharā,<number>2010</number> *<b>uddharā</b> ʻ water-channel ʼ. [√<smallcaps>dhr̥</smallcaps> or √<smallcaps>hr̥</smallcaps>],cdial
2011,Indo-Aryan,uddharṣa,<number>2011</number> <b>uddharṣa</b> m. ʻ flaring upwards (of flame) ʼ Sāy. [√<smallcaps>hr̥ṣ</smallcaps>],cdial
2012,Indo-Aryan,uddhava,"<number>2012</number> <b>uddhava</b><superscript>1</superscript> m. ʻ sacrificial fire, festival ʼ lex. [√<smallcaps>hu</smallcaps>]",cdial
2013,Indo-Aryan,uddhava,<number>2013</number> <b>uddhava</b><superscript>2</superscript> m. ʻ name of a friend of Kr̥ṣṇa ʼ MBh. [The ill-success of his mission to Rādhā made him a symbol of simplicity: ODBL 507],cdial
2014,Indo-Aryan,uddhāna,"<number>2014</number> <b>uddhāna</b><superscript>1</superscript> ʻ *stand, rest ʼ (cf. <smallcaps>uddhí</smallcaps> -- ), n. ʻ fire -- place ʼ lex. (for <smallcaps>uddhmāna -- ?). [√dhā</smallcaps>]",cdial
2015,Indo-Aryan,uddhāna,"<number>2015</number> <b>uddhāna</b><superscript>2</superscript> ʻ *rising up ʼ, n. ʻ act of ejecting ʼ lex. [Cf. <i>újjihītē</i> ʻ rises up ʼ RV.: √<smallcaps>hā</smallcaps><superscript>2</superscript>]",cdial
2016,Indo-Aryan,uddhānayati,"<number>2016</number> *<b>uddhānayati</b> ʻ lifts up ʼ. [Cf. <i>úddhanti</i> ʻ lifts up, throws away ʼ RV.: √<smallcaps>han</smallcaps><superscript>1</superscript>]",cdial
2017,Indo-Aryan,uddhāpayati,"<number>2017</number> *<b>uddhāpayati</b> ʻ sets up ʼ. [<i>úddadhāti</i> ʻ erects (penis) ʼ RV., ʻ sets up ʼ AV.: √<smallcaps>dhā</smallcaps>]",cdial
2018,Indo-Aryan,uddhārá,"<number>2018</number> <b>uddhārá</b> m. ʻ act of raising ʼ Gaut., ʻ deliverance ʼ MBh., ʻ loan (esp. without interest) ʼ. [√<smallcaps>dhr̥</smallcaps>]",cdial
2019,Indo-Aryan,uddhāva,<number>2019</number> *<b>uddhāva</b> ʻ running away ʼ. [√<smallcaps>dhāv</smallcaps><superscript>1</superscript>],cdial
2020,Indo-Aryan,uddhāvati,<number>2020</number> *<b>uddhāvati</b> ʻ runs away ʼ. 2. *<b>uddhāvayati.</b> [√<smallcaps>dhāv</smallcaps><superscript>1</superscript>],cdial
2021,Indo-Aryan,uddhí,"<number>2021</number> <b>uddhí</b> m. ʻ seat of a carriage ʼ AV., ʻ earthen stand on which the <i>ukhā</i> rests ʼ ŚBr. [√<smallcaps>dhā</smallcaps>]",cdial
2022,Indo-Aryan,uddhīyatē,<number>2022</number> *<b>uddhīyatē</b> ʻ is raised ʼ. [<i>úddadhāti</i> ʻ raises ʼ RV.: √<smallcaps>dhā</smallcaps>],cdial
2023,Indo-Aryan,uddhuppā,<number>2023</number> *<b>uddhuppā</b> ʻ great heat ʼ. [*<smallcaps>dhuppā</smallcaps> -- ],cdial
2024,Indo-Aryan,uddhuvati,"<number>2024</number> *<b>uddhuvati</b>, or *<i>uddhavati</i> ʻ shakes up ʼ. [Cf. <i>dhuváti</i> AV., <i>dhaváti</i> Dhātup., <i>úddhunōti</i> ʻ shakes up ʼ RV., Pk. <i>uddhuṇiya</i> -- , <i>˚ūṇiya</i> -- ʻ blown by the wind, scattered ʼ: √<smallcaps>dhū</smallcaps>]",cdial
